,precision,recall,f1-score,support,run_name,checkpoint
nakano_itsuki,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
nakano_miku,0.8181818181818182,0.75,0.782608695652174,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
nakano_nino,0.7333333333333333,0.9166666666666666,0.8148148148148148,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
nakano_yotsuba,0.9166666666666666,0.9166666666666666,0.9166666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
nami_(one_piece),0.9090909090909091,0.8333333333333334,0.8695652173913043,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
nekomata_okayu,0.8,0.6666666666666666,0.7272727272727273,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
nico_robin,0.7272727272727273,0.6666666666666666,0.6956521739130435,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
ninomae_ina'nis,0.9,0.75,0.8181818181818182,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
nishikino_maki,0.7857142857142857,0.9166666666666666,0.8461538461538461,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
okita_souji_(fate),0.5714285714285714,0.6666666666666666,0.6153846153846154,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
ookami_mio,1.0,0.8333333333333334,0.9090909090909091,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
oshino_ougi,0.8181818181818182,0.75,0.782608695652174,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
oshino_shinobu,0.5454545454545454,0.5,0.5217391304347826,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
ouro_kronii,0.8888888888888888,0.6153846153846154,0.7272727272727273,13.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
paimon_(genshin_impact),0.8181818181818182,0.75,0.782608695652174,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
platelet_(hataraku_saibou),0.7333333333333333,0.9166666666666666,0.8148148148148148,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
ram_rezero,1.0,0.9166666666666666,0.9565217391304348,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
raphtalia,1.0,0.9166666666666666,0.9565217391304348,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
rem_rezero,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
rias_gremory,0.9166666666666666,0.9166666666666666,0.9166666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
rider,1.0,1.0,1.0,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
ryougi_shiki,0.625,0.4166666666666667,0.5,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
sakura_futaba,0.8181818181818182,0.75,0.782608695652174,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
sakurajima_mai,0.75,0.75,0.75,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
sakurauchi_riko,0.9230769230769231,1.0,0.96,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
satonaka_chie,0.5714285714285714,0.6666666666666666,0.6153846153846154,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
semiramis_(fate),0.8,1.0,0.8888888888888888,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
sengoku_nadeko,0.6,0.5,0.5454545454545454,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
senjougahara_hitagi,0.6363636363636364,0.5833333333333334,0.6086956521739131,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
shidare_hotaru,0.75,0.75,0.75,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
shinomiya_kaguya,1.0,0.9166666666666666,0.9565217391304348,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
shirakami_fubuki,0.46153846153846156,0.5,0.48,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
shirogane_naoto,0.9,0.75,0.8181818181818182,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
shirogane_noel,0.8888888888888888,0.6666666666666666,0.7619047619047619,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
shishiro_botan,0.6,0.75,0.6666666666666666,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
shuten_douji_(fate),0.9090909090909091,0.8333333333333334,0.8695652173913043,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
sinon,0.6923076923076923,0.75,0.72,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
souryuu_asuka_langley,0.8571428571428571,0.5,0.631578947368421,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
st_ar-15_(girls_frontline),0.8181818181818182,0.75,0.782608695652174,12.0,finetuned_layer4,checkpoints/resnet34_finetuned_best2.pth
